op,component,layer,models
merge,attn_k,14,"Llama-3.1-8B-Instruct-multi-truth-judge:14,Llama-3.1-8B-UltraMedical:14,Llama-3.1-Hawkish-8B:14,calme-2.3-legalkit-8b:14"
merge,attn_o,14,"Llama-3.1-8B-Instruct-multi-truth-judge:14,Llama-3.1-8B-UltraMedical:14,Llama-3.1-Hawkish-8B:14,calme-2.3-legalkit-8b:14"
merge,attn_q,14,"Llama-3.1-8B-Instruct-multi-truth-judge:14,Llama-3.1-8B-UltraMedical:14,Llama-3.1-Hawkish-8B:14,calme-2.3-legalkit-8b:14"
merge,attn_v,14,"Llama-3.1-8B-Instruct-multi-truth-judge:14,Llama-3.1-8B-UltraMedical:14,Llama-3.1-Hawkish-8B:14,calme-2.3-legalkit-8b:14"
merge,attn_k,29,"Llama-3.1-8B-Instruct-multi-truth-judge:29,Llama-3.1-8B-UltraMedical:29,Llama-SafetyGuard-Content-Binary:29,calme-2.3-legalkit-8b:29"
merge,attn_o,29,"Llama-3.1-8B-Instruct-multi-truth-judge:29,Llama-3.1-8B-UltraMedical:29,Llama-SafetyGuard-Content-Binary:29,calme-2.3-legalkit-8b:29"
merge,attn_q,29,"Llama-3.1-8B-Instruct-multi-truth-judge:29,Llama-3.1-8B-UltraMedical:29,Llama-SafetyGuard-Content-Binary:29,calme-2.3-legalkit-8b:29"
merge,attn_v,29,"Llama-3.1-8B-Instruct-multi-truth-judge:29,Llama-3.1-8B-UltraMedical:29,Llama-SafetyGuard-Content-Binary:29,calme-2.3-legalkit-8b:29"
merge,attn_k,31,"Llama-3.1-8B-Instruct-multi-truth-judge:31,Llama-3.1-8B-UltraMedical:31,Llama-SafetyGuard-Content-Binary:31,calme-2.3-legalkit-8b:31"
merge,attn_o,31,"Llama-3.1-8B-Instruct-multi-truth-judge:31,Llama-3.1-8B-UltraMedical:31,Llama-SafetyGuard-Content-Binary:31,calme-2.3-legalkit-8b:31"
merge,attn_q,31,"Llama-3.1-8B-Instruct-multi-truth-judge:31,Llama-3.1-8B-UltraMedical:31,Llama-SafetyGuard-Content-Binary:31,calme-2.3-legalkit-8b:31"
merge,attn_v,31,"Llama-3.1-8B-Instruct-multi-truth-judge:31,Llama-3.1-8B-UltraMedical:31,Llama-SafetyGuard-Content-Binary:31,calme-2.3-legalkit-8b:31"
merge,attn_k,17,"Llama-3.1-8B-Instruct-multi-truth-judge:17,Llama-SafetyGuard-Content-Binary:17,calme-2.3-legalkit-8b:17"
merge,attn_o,17,"Llama-3.1-8B-Instruct-multi-truth-judge:17,Llama-SafetyGuard-Content-Binary:17,calme-2.3-legalkit-8b:17"
merge,attn_q,17,"Llama-3.1-8B-Instruct-multi-truth-judge:17,Llama-SafetyGuard-Content-Binary:17,calme-2.3-legalkit-8b:17"
merge,attn_v,17,"Llama-3.1-8B-Instruct-multi-truth-judge:17,Llama-SafetyGuard-Content-Binary:17,calme-2.3-legalkit-8b:17"
merge,attn_k,12,"Llama-3.1-8B-Instruct-multi-truth-judge:12,calme-2.3-legalkit-8b:12"
merge,attn_o,12,"Llama-3.1-8B-Instruct-multi-truth-judge:12,calme-2.3-legalkit-8b:12"
merge,attn_q,12,"Llama-3.1-8B-Instruct-multi-truth-judge:12,calme-2.3-legalkit-8b:12"
merge,attn_v,12,"Llama-3.1-8B-Instruct-multi-truth-judge:12,calme-2.3-legalkit-8b:12"
