op,component,layer,models
merge,attn_o,28,"Light-IF-32B:28,MedGo:28"
merge,attn_q,28,"Light-IF-32B:28,MedGo:28,T-pro-it-2.0:28"
merge,attn_v,28,"Light-IF-32B:28,MedGo:28,T-pro-it-2.0:28"
merge,attn_k,32,"Light-IF-32B:32,MedGo:32,T-pro-it-2.0:32"
merge,attn_o,32,"Light-IF-32B:32,MedGo:32"
merge,attn_q,32,"Light-IF-32B:32,MedGo:32,T-pro-it-2.0:32"
merge,attn_v,32,"Light-IF-32B:32,MedGo:32,T-pro-it-2.0:32"
merge,attn_k,34,"Light-IF-32B:34,MedGo:34,T-pro-it-2.0:34"
merge,attn_o,34,"Light-IF-32B:34,MedGo:34"
merge,attn_q,34,"Light-IF-32B:34,MedGo:34,T-pro-it-2.0:34"
merge,attn_v,34,"Light-IF-32B:34,MedGo:34,T-pro-it-2.0:34"
merge,attn_k,35,"Light-IF-32B:35,MedGo:35,T-pro-it-2.0:35"
merge,attn_o,35,"Light-IF-32B:35,MedGo:35"
merge,attn_q,35,"Light-IF-32B:35,MedGo:35,T-pro-it-2.0:35"
merge,attn_v,35,"Light-IF-32B:35,MedGo:35,T-pro-it-2.0:35"
merge,attn_k,47,"Light-IF-32B:47,MedGo:47,T-pro-it-2.0:47"
merge,attn_o,47,"Light-IF-32B:47,MedGo:47,T-pro-it-2.0:47"
merge,attn_q,47,"Light-IF-32B:47,MedGo:47"
merge,attn_v,47,"Light-IF-32B:47,MedGo:47,T-pro-it-2.0:47"
merge,attn_k,51,"Light-IF-32B:51,MedGo:51,T-pro-it-2.0:51"
merge,attn_o,51,"Light-IF-32B:51,MedGo:51"
merge,attn_q,51,"Light-IF-32B:51,MedGo:51,T-pro-it-2.0:51"
merge,attn_v,51,"Light-IF-32B:51,MedGo:51,T-pro-it-2.0:51"
merge,attn_k,55,"Light-IF-32B:55,MedGo:55,T-pro-it-2.0:55"
merge,attn_o,55,"Light-IF-32B:55,MedGo:55"
merge,attn_q,55,"Light-IF-32B:55,MedGo:55,T-pro-it-2.0:55"
merge,attn_v,55,"Light-IF-32B:55,MedGo:55,T-pro-it-2.0:55"
merge,attn_k,57,"Light-IF-32B:57,MedGo:57,T-pro-it-2.0:57"
merge,attn_o,57,"Light-IF-32B:57,MedGo:57"
merge,attn_q,57,"Light-IF-32B:57,MedGo:57,T-pro-it-2.0:57"
merge,attn_v,57,"Light-IF-32B:57,MedGo:57,T-pro-it-2.0:57"
merge,attn_k,59,"Light-IF-32B:59,MedGo:59,T-pro-it-2.0:59"
merge,attn_o,59,"Light-IF-32B:59,MedGo:59"
merge,attn_q,59,"Light-IF-32B:59,MedGo:59,T-pro-it-2.0:59"
merge,attn_v,59,"Light-IF-32B:59,MedGo:59,T-pro-it-2.0:59"
merge,attn_k,11,"Light-IF-32B:11,MedGo:11"
merge,attn_o,11,"Light-IF-32B:11,MedGo:11"
merge,attn_q,11,"Light-IF-32B:11,MedGo:11,T-pro-it-2.0:11"
merge,attn_v,11,"Light-IF-32B:11,MedGo:11,T-pro-it-2.0:11"
merge,attn_k,10,"Light-IF-32B:10,MedGo:10,T-pro-it-2.0:10"
merge,attn_o,10,"Light-IF-32B:10,MedGo:10"
merge,attn_q,10,"Light-IF-32B:10,MedGo:10"
merge,attn_v,10,"Light-IF-32B:10,MedGo:10,T-pro-it-2.0:10"
merge,attn_k,24,"Light-IF-32B:24,MedGo:24"
merge,attn_o,24,"Light-IF-32B:24,MedGo:24"
merge,attn_q,24,"Light-IF-32B:24,MedGo:24,T-pro-it-2.0:24"
merge,attn_v,24,"Light-IF-32B:24,MedGo:24,T-pro-it-2.0:24"
merge,attn_k,39,"Light-IF-32B:39,MedGo:39"
merge,attn_o,39,"Light-IF-32B:39,MedGo:39"
merge,attn_q,39,"Light-IF-32B:39,MedGo:39,T-pro-it-2.0:39"
merge,attn_v,39,"Light-IF-32B:39,MedGo:39,T-pro-it-2.0:39"
merge,attn_k,43,"Light-IF-32B:43,MedGo:43"
merge,attn_o,43,"Light-IF-32B:43,MedGo:43"
merge,attn_q,43,"Light-IF-32B:43,MedGo:43,T-pro-it-2.0:43"
merge,attn_v,43,"Light-IF-32B:43,MedGo:43,T-pro-it-2.0:43"
merge,attn_k,49,"Light-IF-32B:49,MedGo:49,T-pro-it-2.0:49"
merge,attn_o,49,"Light-IF-32B:49,MedGo:49"
merge,attn_q,49,"Light-IF-32B:49,MedGo:49,T-pro-it-2.0:49"
merge,attn_v,49,"Light-IF-32B:49,MedGo:49"
merge,attn_k,53,"Light-IF-32B:53,MedGo:53,T-pro-it-2.0:53"
merge,attn_o,53,"Light-IF-32B:53,MedGo:53"
merge,attn_q,53,"Light-IF-32B:53,MedGo:53,T-pro-it-2.0:53"
merge,attn_v,53,"Light-IF-32B:53,MedGo:53"
merge,attn_k,61,"Light-IF-32B:61,MedGo:61,T-pro-it-2.0:61"
merge,attn_o,61,"Light-IF-32B:61,MedGo:61"
merge,attn_q,61,"Light-IF-32B:61,MedGo:61"
merge,attn_v,61,"Light-IF-32B:61,MedGo:61,T-pro-it-2.0:61"
merge,attn_k,16,"Light-IF-32B:16,MedGo:16"
merge,attn_o,16,"Light-IF-32B:16,MedGo:16"
merge,attn_q,16,"Light-IF-32B:16,MedGo:16,T-pro-it-2.0:16"
merge,attn_v,16,"Light-IF-32B:16,MedGo:16"
merge,attn_k,18,"Light-IF-32B:18,MedGo:18"
merge,attn_o,18,"Light-IF-32B:18,MedGo:18"
merge,attn_q,18,"Light-IF-32B:18,MedGo:18,T-pro-it-2.0:18"
merge,attn_v,18,"Light-IF-32B:18,MedGo:18"
merge,attn_k,37,"Light-IF-32B:37,MedGo:37"
merge,attn_o,37,"Light-IF-32B:37,MedGo:37"
merge,attn_q,37,"Light-IF-32B:37,MedGo:37,T-pro-it-2.0:37"
merge,attn_v,37,"Light-IF-32B:37,MedGo:37"
merge,attn_k,63,"Light-IF-32B:63,MedGo:63"
merge,attn_o,63,"Light-IF-32B:63,MedGo:63"
merge,attn_q,63,"Light-IF-32B:63,MedGo:63"
merge,attn_v,63,"Light-IF-32B:63,MedGo:63"
